현토,빈도,TAM범주,주요범주
에가은니에이라는니하야하고하야은을이라,2,"declarative_mood, deontic_mood",declarative_mood
라과에이라,2,"declarative_mood, deontic_mood",declarative_mood
하되하고에하야으로하니라하니라,2,"declarative_mood, deontic_mood",declarative_mood
하되하고에하야으로하니라,2,"declarative_mood, deontic_mood",declarative_mood
요이하며이이라이가로되하야에하니가아,2,"declarative_mood, deontic_mood",declarative_mood
하니에라요이하며이이라,2,"declarative_mood, deontic_mood",declarative_mood
하니는이라에하니라라,2,"declarative_mood, deontic_mood",declarative_mood
은이요는니라하니은요는니라,2,"declarative_mood, deontic_mood",declarative_mood
하얀요하얀이라요이라,2,"declarative_mood, deontic_mood",declarative_mood
은이나라는이요하니라,2,"declarative_mood, deontic_mood",declarative_mood
이하니이라는라,2,"declarative_mood, deontic_mood",declarative_mood
하니하야하야선하니이라에하다,2,"declarative_mood, deontic_mood",declarative_mood
는라하니라아,2,"declarative_mood, deontic_mood",declarative_mood
댄니라는라하고하얀라,2,"declarative_mood, deontic_mood",declarative_mood
하니하라댄니라,2,"declarative_mood, deontic_mood",declarative_mood
하니에은하고는라로라하고에하여하니이이요이라로라하니라,2,"declarative_mood, deontic_mood",declarative_mood
댄어니와이면하리라,2,"epistemic_mood, deontic_mood",epistemic_mood
하니하다하야이면이라하고한대하야하니하다,2,"declarative_mood, deontic_mood",declarative_mood
라하니라하니,2,"declarative_mood, deontic_mood",declarative_mood
면어니와면하야에하고로하리니리라,2,"epistemic_mood, deontic_mood",epistemic_mood
에하여하니이이요이라로라하니라이나니라,2,"declarative_mood, deontic_mood",declarative_mood
에한대이니하라하고하니이라,2,"declarative_mood, deontic_mood",declarative_mood
아하고니이리오,2,"epistemic_mood, interrogative_mood",epistemic_mood
하니로하야라하니하야이러라,2,"deontic_mood, retrospective_aspect",deontic_mood
는하고이라하고라,2,"declarative_mood, deontic_mood",declarative_mood
하고하니라은이라,2,"declarative_mood, deontic_mood",declarative_mood
니이리오이온아,2,"epistemic_mood, interrogative_mood",epistemic_mood
가오도라니저한대어늘,2,"deontic_mood, interrogative_mood",deontic_mood
컨대하고하며은로되가하고하야하니라,2,"declarative_mood, deontic_mood",declarative_mood
라도리니를리라하야하고하니리라하다,2,"epistemic_mood, deontic_mood",epistemic_mood
하야어늘하고하니라,2,"declarative_mood, deontic_mood",declarative_mood
에니라이니요라,2,"declarative_mood, deontic_mood",declarative_mood
하야에아아하면라이라하다,2,"declarative_mood, deontic_mood",declarative_mood
이니이와라는니하리라,2,"epistemic_mood, deontic_mood",epistemic_mood
가하고하야하니라과호니,2,"declarative_mood, deontic_mood",declarative_mood
이면이니니라하니저,2,"declarative_mood, deontic_mood",declarative_mood
은하니로하여이라는인댄는라하니라,2,"declarative_mood, deontic_mood",declarative_mood
은니리오은니리오,2,"epistemic_mood, interrogative_mood",epistemic_mood
면하야하리라,2,"epistemic_mood, deontic_mood",epistemic_mood
로다에하라라하니라,2,"declarative_mood, deontic_mood",declarative_mood
하니이라하라하야하다,2,"declarative_mood, deontic_mood",declarative_mood
는라하고하얀라이면리니하노라라,2,"epistemic_mood, deontic_mood",epistemic_mood
하야이면이리오면아이면리오하고하다,2,"epistemic_mood, interrogative_mood",epistemic_mood
하고은이라,2,"declarative_mood, deontic_mood",declarative_mood
어늘이면라하니하야리니하라하다,2,"epistemic_mood, deontic_mood",epistemic_mood
니라하니면이라,2,"declarative_mood, deontic_mood",declarative_mood
하고이라에하니이요이라,2,"declarative_mood, deontic_mood",declarative_mood
하고하고하고하나니라이면라,2,"declarative_mood, deontic_mood",declarative_mood
하야라하고하고하고하나니라,2,"declarative_mood, deontic_mood",declarative_mood
하니하야하야에하니이러라,2,"deontic_mood, retrospective_aspect",deontic_mood
면리라호되는라,2,"epistemic_mood, deontic_mood",epistemic_mood
은니이라라도니라,2,"declarative_mood, deontic_mood",declarative_mood
저하고니일새니라은니이라,2,"declarative_mood, deontic_mood",declarative_mood
나이라하고이어늘하라하니라,2,"declarative_mood, deontic_mood",declarative_mood
엔이니는니라하여나도요도니니라,2,"declarative_mood, deontic_mood",declarative_mood
아리오아이리오하고하다,2,"epistemic_mood, interrogative_mood",epistemic_mood
하야면하고면하리라에하고에하다,2,"epistemic_mood, deontic_mood",epistemic_mood
호되하니하라하야면하고면하리라,2,"epistemic_mood, deontic_mood",epistemic_mood
이어든하라하리라하다,2,"epistemic_mood, deontic_mood",epistemic_mood
하니라어니와이니하노라아,2,"declarative_mood, deontic_mood",declarative_mood
하여나도요도니니라엔니는니라,2,"declarative_mood, deontic_mood",declarative_mood
에하니이요이라라가에이라,2,"declarative_mood, deontic_mood",declarative_mood
라이라은새니라,2,"declarative_mood, deontic_mood",declarative_mood
라하야하고하야하니라라이라,2,"declarative_mood, deontic_mood",declarative_mood
라가에이라에한대라,2,"declarative_mood, deontic_mood",declarative_mood
으로이면하고이니니라에하여하니는니라,2,"declarative_mood, deontic_mood",declarative_mood
하니면아하니이리오,2,"epistemic_mood, interrogative_mood",epistemic_mood
에하야라에하니이라,2,"declarative_mood, deontic_mood",declarative_mood
하고하라하니하리라하다리라,2,"epistemic_mood, deontic_mood",epistemic_mood
면어니와면리라,2,"epistemic_mood, deontic_mood",epistemic_mood
니라면어니와,2,"declarative_mood, deontic_mood",declarative_mood
이면나이라하야저,2,"declarative_mood, deontic_mood",declarative_mood
에하니는이요은이니라요이니에하고하여이니라,2,"declarative_mood, deontic_mood",declarative_mood
에하니면라하니이라하라,2,"declarative_mood, deontic_mood",declarative_mood
에하라라하니라에이,2,"declarative_mood, deontic_mood",declarative_mood
하고이러니에하다에하니면라,2,"deontic_mood, retrospective_aspect",deontic_mood
하고이면하리라하고하야에면하리라,2,"epistemic_mood, deontic_mood",epistemic_mood
면라하니이리까,2,"epistemic_mood, deontic_mood",epistemic_mood
는요이라라여,2,"declarative_mood, deontic_mood",declarative_mood
하야이라으로도하시니나이니이다,2,"declarative_mood, deontic_mood",declarative_mood
하리라면라,2,"epistemic_mood, deontic_mood",epistemic_mood
하야하야하니하리라,2,"epistemic_mood, deontic_mood",epistemic_mood
아시니이리오,2,"epistemic_mood, interrogative_mood",epistemic_mood
면하야리니이오,2,"epistemic_mood, interrogative_mood",epistemic_mood
에가어늘하고하니잇고와과면니이요요이요이요이니이다,2,"declarative_mood, interrogative_mood",declarative_mood
시니이리오,2,"epistemic_mood, interrogative_mood",epistemic_mood
을시니라는하고이라하니라,2,"declarative_mood, deontic_mood",declarative_mood
는하고이라하니라에어늘라,2,"declarative_mood, deontic_mood",declarative_mood
하야이라하야늘하다,2,"declarative_mood, deontic_mood",declarative_mood
하고하야에면하리라하니하다,2,"epistemic_mood, deontic_mood",epistemic_mood
하야면하리라하고이면하리라,2,"epistemic_mood, deontic_mood",epistemic_mood
이니라과에하며에라,2,"declarative_mood, deontic_mood",declarative_mood
에나하고라니오하야하니,2,"deontic_mood, interrogative_mood",deontic_mood
이요이요하여이라라,2,"declarative_mood, deontic_mood",declarative_mood
이면이라하고이면니하라하다,2,"declarative_mood, deontic_mood",declarative_mood
이라이로라이면이라하고,2,"declarative_mood, deontic_mood",declarative_mood
로되는라오하니,2,"deontic_mood, interrogative_mood",deontic_mood
에이면어니와이면라도라는하고하며하야하야니라,2,"declarative_mood, deontic_mood",declarative_mood
이면하고이니라이면어니와면하야이라,2,"declarative_mood, deontic_mood",declarative_mood
은하니니라이니라,2,"declarative_mood, deontic_mood",declarative_mood
하야일새에이라호라,2,"declarative_mood, deontic_mood",declarative_mood
로다하고하니라일새니라저하야하라,2,"declarative_mood, deontic_mood",declarative_mood
면리라하니이면리라,2,"epistemic_mood, deontic_mood",epistemic_mood
이하니하여은라이라하니라,2,"declarative_mood, deontic_mood",declarative_mood
하고하며하고하야하니이라도아,2,"declarative_mood, deontic_mood",declarative_mood
하야하야하노니하고이면라하노니하야이면니시리라,2,"epistemic_mood, deontic_mood",epistemic_mood
하야이라도하야어든면라은라,2,"declarative_mood, deontic_mood",declarative_mood
이면이라이면하고하니이라,2,"declarative_mood, deontic_mood",declarative_mood
이면하고하니이라엔하고하니이라,2,"declarative_mood, deontic_mood",declarative_mood
하고이니라은하며하니라,2,"declarative_mood, deontic_mood",declarative_mood
면니가이면하리라하다,2,"epistemic_mood, deontic_mood",epistemic_mood
하고하야하야라하니이러라,2,"deontic_mood, retrospective_aspect",deontic_mood
이면이리라하고하다하야하니이어늘하다,2,"epistemic_mood, deontic_mood",epistemic_mood
면오면라면이오면이니오,2,"deontic_mood, interrogative_mood",deontic_mood
에이라로는으로라,2,"declarative_mood, deontic_mood",declarative_mood
에와한대러라에가하니로라,2,"deontic_mood, retrospective_aspect",deontic_mood
한대는하라에하니라,2,"declarative_mood, deontic_mood",declarative_mood
면라하고이면하고하라하리라하니과은요은어늘,2,"epistemic_mood, deontic_mood",epistemic_mood
이라하니하야온아,2,"declarative_mood, deontic_mood",declarative_mood
하니호되하라하니라면이어든가,2,"declarative_mood, deontic_mood",declarative_mood
하니하다하고면리라,2,"epistemic_mood, deontic_mood",epistemic_mood
니라타가하다,2,"declarative_mood, deontic_mood",declarative_mood
하고이라라하다,2,"declarative_mood, deontic_mood",declarative_mood
하니리라이면하고하리라하야하다하다,2,"epistemic_mood, deontic_mood",epistemic_mood
니이다는라하고은하니이다,2,"declarative_mood, deontic_mood",declarative_mood
를면하리라어늘으로하니아,2,"epistemic_mood, deontic_mood",epistemic_mood
는이요며도라를하고은하니이다,2,"declarative_mood, deontic_mood",declarative_mood
에하니이러라하다,2,"deontic_mood, retrospective_aspect",deontic_mood
하여라하고하니러라,2,"deontic_mood, retrospective_aspect",deontic_mood
이니로라하고오,2,"deontic_mood, interrogative_mood",deontic_mood
라하다에하니이러라,2,"deontic_mood, retrospective_aspect",deontic_mood
하야어늘면이리오은이니이면이리오하다,2,"epistemic_mood, interrogative_mood",epistemic_mood
하고면하리라한대하다,2,"epistemic_mood, deontic_mood",epistemic_mood
하야오이잇가로다,2,"declarative_mood, interrogative_mood",declarative_mood
호되하니하고이면니하라이면하리라,2,"epistemic_mood, deontic_mood",epistemic_mood
하야하고하리라하고면하리라,2,"epistemic_mood, deontic_mood",epistemic_mood
하니면이라나니하라,2,"declarative_mood, deontic_mood",declarative_mood
이니엔이니라하고하고하며도니라,2,"declarative_mood, deontic_mood",declarative_mood
니라에하니라니라,2,"declarative_mood, deontic_mood",declarative_mood
하니라하고하니로로되이라,2,"declarative_mood, deontic_mood",declarative_mood
엔하고하며엔하고이니라하고이니라,2,"declarative_mood, deontic_mood",declarative_mood
하고이어늘하니라로니라,2,"declarative_mood, deontic_mood",declarative_mood
니잇가에러니,2,"retrospective_aspect, interrogative_mood",retrospective_aspect
으로에이라은니라,2,"declarative_mood, deontic_mood",declarative_mood
에하고하여으로에이라는라,2,"declarative_mood, deontic_mood",declarative_mood
면이하고면이하나니이면에요이면에요이면에니라,2,"declarative_mood, deontic_mood",declarative_mood
에러니에는라,2,"deontic_mood, retrospective_aspect",deontic_mood
이나요니라은이라,2,"declarative_mood, deontic_mood",declarative_mood
에를하니라가하니인져,2,"declarative_mood, deontic_mood",declarative_mood
는라이나에하니요하여하니라,2,"declarative_mood, deontic_mood",declarative_mood
로는이니이요하니이요이니라하시니라는이요어늘이하시니이면니라,2,"declarative_mood, deontic_mood",declarative_mood
라로에니라을이요을니는요는니라,2,"declarative_mood, deontic_mood",declarative_mood
하여이라니라,2,"declarative_mood, deontic_mood",declarative_mood
이나하니은라로이라하신대이라하니이요에시니라,2,"declarative_mood, deontic_mood",declarative_mood
에이니으로이면라하니이라,2,"declarative_mood, deontic_mood",declarative_mood
을이요을니는요는니라면하고이니라하니이라,2,"declarative_mood, deontic_mood",declarative_mood
에하니니라로는니라,2,"declarative_mood, deontic_mood",declarative_mood
하니이요하니이요하니라이나하니은라,2,"declarative_mood, deontic_mood",declarative_mood
로을하여라하니이요하니이요하니라,2,"declarative_mood, deontic_mood",declarative_mood
하고하니이라하고하니,2,"declarative_mood, deontic_mood",declarative_mood
하야하다하고라가세하니라,2,"declarative_mood, deontic_mood",declarative_mood
은요에니라면라도니라,2,"declarative_mood, deontic_mood",declarative_mood
는하고이라로라는이니면이니라,2,"declarative_mood, deontic_mood",declarative_mood
는하여라는하고이라로라,2,"declarative_mood, deontic_mood",declarative_mood
에이라에하니이요라,2,"declarative_mood, deontic_mood",declarative_mood
은이니라로라는요는니라,2,"declarative_mood, deontic_mood",declarative_mood
은이어늘라로하여로하시니라는이요라,2,"declarative_mood, deontic_mood",declarative_mood
라하고라하니이이라로하고하여라시니라,2,"declarative_mood, deontic_mood",declarative_mood
하니니라엔하고하며엔하고이니라,2,"declarative_mood, deontic_mood",declarative_mood
은이요는이요은이라은니라,2,"declarative_mood, deontic_mood",declarative_mood
요니하며하며면요하며하며이면니라,2,"declarative_mood, deontic_mood",declarative_mood
은나하여은니라니라,2,"declarative_mood, deontic_mood",declarative_mood
는니이라하고,2,"declarative_mood, deontic_mood",declarative_mood
는하고하고하고하고하니라는라,2,"declarative_mood, deontic_mood",declarative_mood
하고하니이라로이면이요이라하니니이다,2,"declarative_mood, deontic_mood",declarative_mood
엔러니엔이나하고엔하여니이다,2,"declarative_mood, retrospective_aspect",declarative_mood
는라는하고하고하고하고하니라,2,"declarative_mood, deontic_mood",declarative_mood
하며이라하시니로다로하니니라,2,"declarative_mood, deontic_mood",declarative_mood
하야하야이라에하다,2,"declarative_mood, deontic_mood",declarative_mood
이하니는이이요는이요는라하니는니라,2,"declarative_mood, deontic_mood",declarative_mood
에하니에이면요면요면라이나이나하니하여이라야요,2,"declarative_mood, deontic_mood",declarative_mood
하니하야에이라,2,"declarative_mood, deontic_mood",declarative_mood
이나에는이요로되는시니이요니라,2,"declarative_mood, deontic_mood",declarative_mood
컨대은이어늘하니니이다이하니이잇가,2,"declarative_mood, interrogative_mood",declarative_mood
니라하다이어늘하고척하니하다,2,"declarative_mood, deontic_mood",declarative_mood
이면니이다로에라,2,"declarative_mood, deontic_mood",declarative_mood
에라이면니라,2,"declarative_mood, deontic_mood",declarative_mood
은라은라이나이면로되하고하여에니라,2,"declarative_mood, deontic_mood",declarative_mood
이라하다니라하다,2,"declarative_mood, deontic_mood",declarative_mood
에하여라하니라이요하니는로라,2,"declarative_mood, deontic_mood",declarative_mood
하여하고하여니이다면이라하니이다,2,"declarative_mood, deontic_mood",declarative_mood
하야하야라이라하다,2,"declarative_mood, deontic_mood",declarative_mood
가라하시니컨대하니이라,2,"declarative_mood, deontic_mood",declarative_mood
하니하며하며하며하며하며하며하며하며니라,2,"declarative_mood, deontic_mood",declarative_mood
하야이라하고하야하다,2,"declarative_mood, deontic_mood",declarative_mood
는요는요는니이면니라,2,"declarative_mood, deontic_mood",declarative_mood
은이라하니는이요에이라로하여니라니라,2,"declarative_mood, deontic_mood",declarative_mood
하여은이요은이니라은로이니라,2,"declarative_mood, deontic_mood",declarative_mood
하니에는이라이요하여는이라요하여는라이니라,2,"declarative_mood, deontic_mood",declarative_mood
로하여시니라라하고라하니이이라,2,"declarative_mood, deontic_mood",declarative_mood
로되는으로하여라로하시니로다,2,"declarative_mood, deontic_mood",declarative_mood
이면리오하야면저,2,"epistemic_mood, interrogative_mood",epistemic_mood
이면이오면니오하야하고이면이오리니이리오,2,"epistemic_mood, interrogative_mood",epistemic_mood
하니면리니가하노라,2,"epistemic_mood, deontic_mood",epistemic_mood
에하고하고하며도하니라하니니라,2,"declarative_mood, deontic_mood",declarative_mood
은로나하여라이나가에이라,2,"declarative_mood, deontic_mood",declarative_mood
이하시고이하여로이라이면이로소이다,2,"declarative_mood, deontic_mood",declarative_mood
로되에이하니라라,2,"declarative_mood, deontic_mood",declarative_mood
하여하고하여하니니라과도하되,2,"declarative_mood, deontic_mood",declarative_mood
하고하니라이나라,2,"declarative_mood, deontic_mood",declarative_mood
하야하고이면이오리니이리오하다,2,"epistemic_mood, interrogative_mood",epistemic_mood
이나라을오,2,"deontic_mood, interrogative_mood",deontic_mood
과도하되하니이면니라,2,"declarative_mood, deontic_mood",declarative_mood
에하니라이요에이하고하며하고이요니라,2,"declarative_mood, deontic_mood",declarative_mood
을오라,2,"deontic_mood, interrogative_mood",deontic_mood
아가리오,2,"epistemic_mood, interrogative_mood",epistemic_mood
하라이면리라하다,2,"epistemic_mood, deontic_mood",epistemic_mood
에하니나이라하여하니,2,"declarative_mood, deontic_mood",declarative_mood
컨대이라하고로되면이라하니라,2,"declarative_mood, deontic_mood",declarative_mood
로이라에라,2,"declarative_mood, deontic_mood",declarative_mood
에라에하여라,2,deontic_mood,deontic_mood
에나이라에이라,2,"declarative_mood, deontic_mood",declarative_mood
하라하니하야면이라도니라하다,2,"declarative_mood, deontic_mood",declarative_mood
이면니아이라도어든라하니라,2,"declarative_mood, deontic_mood",declarative_mood
컨대이라하니이면하고하니,2,"declarative_mood, deontic_mood",declarative_mood
하라하니을라컨대이라하니,2,"declarative_mood, deontic_mood",declarative_mood
한대이어늘하고이면니이라,2,"declarative_mood, deontic_mood",declarative_mood
새이라하니이라로라,2,"declarative_mood, deontic_mood",declarative_mood
이면라하니며이라하니이다,2,"declarative_mood, deontic_mood",declarative_mood
하니며이라하니이다에이며이라,2,"declarative_mood, deontic_mood",declarative_mood
이요에이하고하며하고이요니라하고하여하니니라,2,"declarative_mood, deontic_mood",declarative_mood
에하여이니라에하고하고하며도하니라,2,"declarative_mood, deontic_mood",declarative_mood
에이면하고면라하여에하여이라,2,"declarative_mood, deontic_mood",declarative_mood
나이나하고하니이니라이니하여는이니라,2,"declarative_mood, deontic_mood",declarative_mood
오에이면하고면라,2,"deontic_mood, interrogative_mood",deontic_mood
은이라이니온아로나시니라,2,"declarative_mood, deontic_mood",declarative_mood
이면이하여아은하고하니라,2,"declarative_mood, deontic_mood",declarative_mood
하여하니하여라,2,deontic_mood,deontic_mood
하니요하고도라로이라,2,"declarative_mood, deontic_mood",declarative_mood
라로이라하며이라,2,"declarative_mood, deontic_mood",declarative_mood
어늘하니하다하야하니라,2,"declarative_mood, deontic_mood",declarative_mood
나이라하니요하고도라,2,"declarative_mood, deontic_mood",declarative_mood
은니라하여이나이나에하여하니요,2,"declarative_mood, deontic_mood",declarative_mood
을하니이면이니어늘하니니라,2,"declarative_mood, deontic_mood",declarative_mood
는이니이요라하니라,2,"declarative_mood, deontic_mood",declarative_mood
이라하시니라야이니라는이니,2,"declarative_mood, deontic_mood",declarative_mood
로되하고하니로라이라,2,"declarative_mood, deontic_mood",declarative_mood
에라하면하고하면이니이다,2,"declarative_mood, deontic_mood",declarative_mood
하고하여러시니에라,2,"deontic_mood, retrospective_aspect",deontic_mood
는하여이니라하나이다이나로하니니이다,2,"declarative_mood, deontic_mood",declarative_mood
하다하야러니비하야라,2,"deontic_mood, retrospective_aspect",deontic_mood
에라하여하니오,2,"deontic_mood, interrogative_mood",deontic_mood
리니이다은이요이요이요이며는이요이요이요이요이요이요이요이요이니이다,2,"epistemic_mood, declarative_mood",epistemic_mood
에에하며하여이러니이니이다,2,"declarative_mood, retrospective_aspect",declarative_mood
은이요이요이요이며는이요이요이요이요이요이요이요이요이니이다니리니이다,2,"epistemic_mood, declarative_mood",epistemic_mood
에요니라나이나하고하니이니라,2,"declarative_mood, deontic_mood",declarative_mood
이면하리라하라하고하니하다,2,"epistemic_mood, deontic_mood",epistemic_mood
하야니하노라하라이면하리라하라,2,"epistemic_mood, deontic_mood",epistemic_mood
아라니라하야니하노라하라,2,"declarative_mood, deontic_mood",declarative_mood
하니하라하리니하리라,2,"epistemic_mood, deontic_mood",epistemic_mood
로하고이어늘라하니라니아,2,"declarative_mood, deontic_mood",declarative_mood
에하야한대하야하야이어늘이라,2,"declarative_mood, deontic_mood",declarative_mood
는이라이니는이요은요,2,"declarative_mood, deontic_mood",declarative_mood
에하고이라하야늘하야하다,2,"declarative_mood, deontic_mood",declarative_mood
은이요이니은라이러니하야이러라,2,"deontic_mood, retrospective_aspect",deontic_mood
이면요이면니라하시니면이니하고면라,2,"declarative_mood, deontic_mood",declarative_mood
로하니이요이이라하니이니라,2,"declarative_mood, deontic_mood",declarative_mood
에이이니이면니라이요니라,2,"declarative_mood, deontic_mood",declarative_mood
는하야하고하며하니라하야하고이라하니이이요라,2,"declarative_mood, deontic_mood",declarative_mood
로에로도이하니하야라는하야하고하며하니라,2,"declarative_mood, deontic_mood",declarative_mood
에하고이라하니라로이요이요은니라,2,"declarative_mood, deontic_mood",declarative_mood
로이요이요은니라이면는요은니니라,2,"declarative_mood, deontic_mood",declarative_mood
하야하고이어늘라에이라,2,"declarative_mood, deontic_mood",declarative_mood
에이라에하고하니하야하다,2,"declarative_mood, deontic_mood",declarative_mood
에이어늘라하니어늘이라,2,"declarative_mood, deontic_mood",declarative_mood
어든아면이라도라하다,2,"declarative_mood, deontic_mood",declarative_mood
이면는요은니니라이이라하니라,2,"declarative_mood, deontic_mood",declarative_mood
는라은하고은이니어니와니라,2,"declarative_mood, deontic_mood",declarative_mood
과과는라이나는이요은하야로되하시니라,2,"declarative_mood, deontic_mood",declarative_mood
하사이면요이면라이면요이면니라하시니,2,"declarative_mood, deontic_mood",declarative_mood
인댄이면라하니니라하고하면이요이면니라,2,"declarative_mood, deontic_mood",declarative_mood
하니라로과와와로,2,"declarative_mood, deontic_mood",declarative_mood
에하사하시니과을이라아,2,"declarative_mood, deontic_mood",declarative_mood
은하고은이니어니와니라니라,2,"declarative_mood, deontic_mood",declarative_mood
는하고는하니로되는하고는이라로는하고은하니에로라,2,"declarative_mood, deontic_mood",declarative_mood
하야하니이라로이요라로이니라면이로되이요로되니아,2,"declarative_mood, deontic_mood",declarative_mood
로도이로되하야는이라도하며로도이로되하야는이라도이라하시니하야하니이라로이요라로이니라,2,"declarative_mood, deontic_mood",declarative_mood
에하고하니는하여하고은니라은하여니는이니라,2,"declarative_mood, deontic_mood",declarative_mood
은하여니는이니라면이니는니라,2,"declarative_mood, deontic_mood",declarative_mood
면이니는니라하고이니니라,2,"declarative_mood, deontic_mood",declarative_mood
하야로도이로되하야는이라도하며로도이로되하야는이라도이라하시니,2,"declarative_mood, deontic_mood",declarative_mood
이라로이요은어늘라로라에하고이면이로라,2,"declarative_mood, deontic_mood",declarative_mood
이라하니로이라하고이라하니라이라로이요은어늘라로라,2,"declarative_mood, deontic_mood",declarative_mood
이라이라하니로이라하고이라하니라,2,"declarative_mood, deontic_mood",declarative_mood
하고하면이요이면니라에이이니이면니라,2,"declarative_mood, deontic_mood",declarative_mood
에이어늘이라하니하니라,2,"declarative_mood, deontic_mood",declarative_mood
하야하고이라이라,2,"declarative_mood, deontic_mood",declarative_mood
니이요는니라로은니라,2,"declarative_mood, deontic_mood",declarative_mood
하면이요하고이면하되라하니면나라로이라하니하야이니라,2,"declarative_mood, deontic_mood",declarative_mood
인댄이니라하면이요하고이면하되라하니면나라,2,"declarative_mood, deontic_mood",declarative_mood
이나는라하실새하신대하고은하니로되니라,2,"declarative_mood, deontic_mood",declarative_mood
로하고하고니라은하고는하여하니이요이니라,2,"declarative_mood, deontic_mood",declarative_mood
하고에하며하시니라이나는라,2,"declarative_mood, deontic_mood",declarative_mood
는요하고는라로을이라하니라,2,"declarative_mood, deontic_mood",declarative_mood
은하고는하여하니이요이니라하니니라,2,"declarative_mood, deontic_mood",declarative_mood
하니니라로하고하고하니하여니라,2,"declarative_mood, deontic_mood",declarative_mood
에이라가하야제이라하다,2,"declarative_mood, deontic_mood",declarative_mood
를알이니이어다이어든면리라하야늘,2,"epistemic_mood, deontic_mood",epistemic_mood
하야하고이이라이어늘고하다,2,"declarative_mood, deontic_mood",declarative_mood
로하고하고하니하여니라엔면이나가니라,2,"declarative_mood, deontic_mood",declarative_mood
하면니니라니이요는니라,2,"declarative_mood, deontic_mood",declarative_mood
하되요이니라로는요는요은요은니라,2,"declarative_mood, deontic_mood",declarative_mood
이면이라하야늘하야하고하니하고라에하다,2,"declarative_mood, deontic_mood",declarative_mood
하면니하니라는이어늘도이니라,2,"declarative_mood, deontic_mood",declarative_mood
이이로되하니라하면니하니라,2,"declarative_mood, deontic_mood",declarative_mood
이라하니아하니니니라,2,"declarative_mood, deontic_mood",declarative_mood
호되이라하시니이면요하고하시니어늘이이면시니라,2,"declarative_mood, deontic_mood",declarative_mood
이로되에이니니라호되이라하시니이면요,2,"declarative_mood, deontic_mood",declarative_mood
에는요는요는니하면라로이하고이라하니라,2,"declarative_mood, deontic_mood",declarative_mood
로는요는요은요은니라는하여하니이니라하고도는라하거늘,2,"declarative_mood, deontic_mood",declarative_mood
는하여하니이니라하고도는라하거늘에은요는요은요는요은라하니니라,2,"declarative_mood, deontic_mood",declarative_mood
나는요하야는하사나라하시니라,2,"declarative_mood, deontic_mood",declarative_mood
이요이니이에이라는을라,2,"declarative_mood, deontic_mood",declarative_mood
에는이니라인댄이면라하니니라,2,"declarative_mood, deontic_mood",declarative_mood
는하고은하나니이요이니이에이라,2,"declarative_mood, deontic_mood",declarative_mood
어니아이면이라하야늘,2,"declarative_mood, deontic_mood",declarative_mood
에라하니라로되하니나를하야라,2,"declarative_mood, deontic_mood",declarative_mood
시니라이면요이면라에이라,2,"declarative_mood, deontic_mood",declarative_mood
이면요면이요이면이요는라이에이어늘하야하야하야하니니라,2,"declarative_mood, deontic_mood",declarative_mood
은요은니아하시니이면이라,2,"declarative_mood, deontic_mood",declarative_mood
하니아하니라하다,2,"declarative_mood, deontic_mood",declarative_mood
이는하고는이나는하니이니라에이니라,2,"declarative_mood, deontic_mood",declarative_mood
컨대는니라에은요은니라,2,"declarative_mood, deontic_mood",declarative_mood
을하야는요는라면을라도언마는라로도니라,2,"declarative_mood, deontic_mood",declarative_mood
로이하니는요는니라는하니,2,"declarative_mood, deontic_mood",declarative_mood
에은요은니라이나과이호되은니라,2,"declarative_mood, deontic_mood",declarative_mood
는이요은이라는니은이요은라,2,"declarative_mood, deontic_mood",declarative_mood
이라하야늘이라한대라,2,"declarative_mood, deontic_mood",declarative_mood
하야하고하고하다하니라,2,"declarative_mood, deontic_mood",declarative_mood
하니라에하야하야로하다,2,"declarative_mood, deontic_mood",declarative_mood
하여하고니라하니니라,2,"declarative_mood, deontic_mood",declarative_mood
하여는하여니라로로이나니라,2,"declarative_mood, deontic_mood",declarative_mood
니라하여과는이요과는이요니라,2,"declarative_mood, deontic_mood",declarative_mood
하여는하니하여하고하니하여하니라에니니라,2,"declarative_mood, deontic_mood",declarative_mood
항하다하야에이라,2,"declarative_mood, deontic_mood",declarative_mood
인저하시니은이라로하니는으로이인저,2,"declarative_mood, deontic_mood",declarative_mood
이라로이요라로하니라는이나라,2,"declarative_mood, deontic_mood",declarative_mood
이하야며어든라도라하시니이라로이요라로하니라,2,"declarative_mood, deontic_mood",declarative_mood
항하야하니라하야늘이니이라하다,2,"declarative_mood, deontic_mood",declarative_mood
은이어늘은로되하니아로이로되은니라,2,"declarative_mood, deontic_mood",declarative_mood
은하고은하니는이나는니라이이요이이니,2,"declarative_mood, deontic_mood",declarative_mood
컨대은라은하고은하니는이나는니라,2,"declarative_mood, deontic_mood",declarative_mood
하니이니라엔이라야이니니라,2,"declarative_mood, deontic_mood",declarative_mood
이하야하니는이어늘은을하니면에리오,2,"epistemic_mood, interrogative_mood",epistemic_mood
는에어늘하시니으로이니니라,2,"declarative_mood, deontic_mood",declarative_mood
으로하야하니를어늘에도라하니이라로이로라,2,"declarative_mood, deontic_mood",declarative_mood
하고하니라이요로하니에니라,2,"declarative_mood, deontic_mood",declarative_mood
라하야늘이니이라하다하다,2,"declarative_mood, deontic_mood",declarative_mood
하야는요라이하고하니면은로리라,2,"epistemic_mood, deontic_mood",epistemic_mood
하니라하니아하니,2,"declarative_mood, deontic_mood",declarative_mood
